path,owner_issues,state
locales/en/commands/information/timezone/set.json,#51;#52;#60;#62,source-reconciled
locales/en/commands/information/urbandictionary.json,#51;#52;#60;#62,source-reconciled
locales/en/commands/information/userinfo.json,#51;#52;#60;#62,source-reconciled
locales/en/commands/information/vote.json,#51;#52;#60;#62,source-reconciled
locales/en/commands/information/weather.json,#51;#52;#60;#62,source-reconciled
locales/en/commands/lastfm/artist.json,#57,source-reconciled
locales/en/commands/lastfm/collage.json,#57,source-reconciled
locales/en/commands/lastfm/customcommand.json,#57,source-reconciled
locales/en/commands/lastfm/embed.json,#57,source-reconciled
locales/en/commands/lastfm/fm.json,#57,source-reconciled
locales/en/commands/lastfm/index.json,#57,source-reconciled
locales/en/commands/lastfm/login.json,#57,source-reconciled
locales/en/commands/lastfm/milestone.json,#57,source-reconciled
locales/en/commands/lastfm/mostcrowns.json,#57,source-reconciled
locales/en/commands/lastfm/nowplaying.json,#57,source-reconciled
locales/en/commands/lastfm/reaction.json,#57,source-reconciled
locales/en/commands/lastfm/recents.json,#57,source-reconciled
locales/en/commands/lastfm/refresh.json,#57,source-reconciled
locales/en/commands/lastfm/set.json,#57,source-reconciled
locales/en/commands/lastfm/steal.json,#57,source-reconciled
locales/en/commands/lastfm/taste.json,#57,source-reconciled
locales/en/commands/lastfm/topalbums.json,#57,source-reconciled
locales/en/commands/lastfm/topartists.json,#57,source-reconciled
locales/en/commands/lastfm/toptracks.json,#57,source-reconciled
locales/en/commands/lastfm/update.json,#57,source-reconciled
locales/en/commands/lastfm/variables.json,#57,source-reconciled
locales/en/commands/lastfm/whoknows.json,#57,source-reconciled
locales/en/commands/levels/admin.json,#50,source-reconciled
locales/en/commands/levels/live/text.json,#50,source-reconciled
locales/en/commands/levels/live/voice.json,#50,source-reconciled
locales/en/commands/levels/manage.json,#50,source-reconciled
locales/en/commands/levels/reset/all.json,#50,source-reconciled
locales/en/commands/levels/reset/help.json,#50,source-reconciled
locales/en/commands/levels/reset/user.json,#50,source-reconciled
locales/en/commands/levels/setup.json,#50,source-reconciled
locales/en/commands/logs/add.json,#37;#39;#40;#50,source-reconciled
locales/en/commands/logs/color.json,#37;#39;#40;#50,source-reconciled
locales/en/commands/logs/ignore.json,#37;#39;#40;#50,source-reconciled
locales/en/commands/logs/index.json,#37;#39;#40;#50,source-reconciled
locales/en/commands/logs/logs.json,#37;#39;#40;#50,source-reconciled
locales/en/commands/logs/remove.json,#37;#39;#40;#50,source-reconciled
locales/en/commands/logs/view.json,#37;#39;#40;#50,source-reconciled
locales/en/commands/manipulation/alexflipnote.json,#56,source-reconciled
locales/en/commands/manipulation/jeyy.json,#56,source-reconciled
locales/en/commands/manipulation/popcat.json,#56,source-reconciled
locales/en/commands/moderation/audit.json,#37;#38,source-reconciled
locales/en/commands/moderation/ban.json,#37;#38,source-reconciled
locales/en/commands/moderation/cleanup.json,#37;#38,source-reconciled
locales/en/commands/moderation/common.json,#37;#38,source-reconciled
locales/en/commands/moderation/core.json,#37;#38,source-reconciled
locales/en/commands/moderation/denyperm.json,#37;#38,source-reconciled
locales/en/commands/moderation/hardban.json,#37;#38,source-reconciled
locales/en/commands/moderation/hardban/list.json,#37;#38,source-reconciled
locales/en/commands/moderation/hide.json,#37;#38,source-reconciled
locales/en/commands/moderation/history.json,#37;#38,source-reconciled
locales/en/commands/moderation/imute.json,#37;#38,source-reconciled
locales/en/commands/moderation/jail.json,#37;#38,source-reconciled
locales/en/commands/moderation/jail/list.json,#37;#38,source-reconciled
locales/en/commands/moderation/kick.json,#37;#38,source-reconciled
locales/en/commands/moderation/lockdown/all.json,#37;#38,source-reconciled
locales/en/commands/moderation/lockdown/ignore/index.json,#37;#38,source-reconciled
locales/en/commands/moderation/lockdown/ignore/list.json,#37;#38,source-reconciled
locales/en/commands/moderation/lockdown/ignore/remove.json,#37;#38,source-reconciled
locales/en/commands/moderation/lockdown/index.json,#37;#38,source-reconciled
locales/en/commands/moderation/lockdown/role.json,#37;#38,source-reconciled
locales/en/commands/moderation/modhistory.json,#37;#38,source-reconciled
locales/en/commands/moderation/nickname.json,#37;#38,source-reconciled
locales/en/commands/moderation/nickname/force/cancel.json,#37;#38,source-reconciled
locales/en/commands/moderation/nickname/force/index.json,#37;#38,source-reconciled
locales/en/commands/moderation/nickname/index.json,#37;#38,source-reconciled
locales/en/commands/moderation/nickname/remove.json,#37;#38,source-reconciled
locales/en/commands/moderation/nsfw.json,#37;#38,source-reconciled
locales/en/commands/moderation/nuke/index.json,#37;#38,source-reconciled
locales/en/commands/moderation/nuke/message.json,#37;#38,source-reconciled
locales/en/commands/moderation/picperms.json,#37;#38,source-reconciled
locales/en/commands/moderation/protect.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/activity.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/after.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/before.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/between.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/bots.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/contains.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/embeds.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/emojis.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/endswith.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/except.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/files.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/humans.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/images.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/index.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/invites.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/links.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/mentions.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/reactions.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/startswith.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/stickers.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/system.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/voice.json,#37;#38,source-reconciled
locales/en/commands/moderation/purge/webhooks.json,#37;#38,source-reconciled
locales/en/commands/moderation/reveal.json,#37;#38,source-reconciled
locales/en/commands/moderation/rmute.json,#37;#38,source-reconciled
locales/en/commands/moderation/role/add.json,#37;#38,source-reconciled
locales/en/commands/moderation/role/all.json,#37;#38,source-reconciled
locales/en/commands/moderation/role/allRemove.json,#37;#38,source-reconciled
locales/en/commands/moderation/role/bots.json,#37;#38,source-reconciled
locales/en/commands/moderation/role/botsRemove.json,#37;#38,source-reconciled
locales/en/commands/moderation/role/color.json,#37;#38,source-reconciled
locales/en/commands/moderation/role/create.json,#37;#38,source-reconciled
locales/en/commands/moderation/role/delete.json,#37;#38,source-reconciled
locales/en/commands/moderation/role/has.json,#37;#38,source-reconciled
locales/en/commands/moderation/role/hasRemove.json,#37;#38,source-reconciled
locales/en/commands/moderation/role/hoist.json,#37;#38,source-reconciled
locales/en/commands/moderation/role/humans.json,#37;#38,source-reconciled
locales/en/commands/moderation/role/humansRemove.json,#37;#38,source-reconciled
locales/en/commands/moderation/role/icon.json,#37;#38,source-reconciled
locales/en/commands/moderation/role/index.json,#37;#38,source-reconciled
locales/en/commands/moderation/role/mentionable.json,#37;#38,source-reconciled
locales/en/commands/moderation/role/remove.json,#37;#38,source-reconciled
locales/en/commands/moderation/role/rename.json,#37;#38,source-reconciled
locales/en/commands/moderation/role/restore.json,#37;#38,source-reconciled
locales/en/commands/moderation/selfpurge.json,#37;#38,source-reconciled
locales/en/commands/moderation/setup.json,#37;#38,source-reconciled
locales/en/commands/moderation/slowmode/disable.json,#37;#38,source-reconciled
locales/en/commands/moderation/slowmode/index.json,#37;#38,source-reconciled
locales/en/commands/moderation/softban.json,#37;#38,source-reconciled
locales/en/commands/moderation/staffstrip.json,#37;#38,source-reconciled
locales/en/commands/moderation/strip.json,#37;#38,source-reconciled
locales/en/commands/moderation/timeout.json,#37;#38,source-reconciled
locales/en/commands/moderation/timeout/list.json,#37;#38,source-reconciled
locales/en/commands/moderation/topic/index.json,#37;#38,source-reconciled
locales/en/commands/moderation/topic/remove.json,#37;#38,source-reconciled
locales/en/commands/moderation/unban.json,#37;#38,source-reconciled
locales/en/commands/moderation/unban/all.json,#37;#38,source-reconciled
locales/en/commands/moderation/unjail.json,#37;#38,source-reconciled
locales/en/commands/moderation/unjail/all.json,#37;#38,source-reconciled
locales/en/commands/moderation/unlockdown/all.json,#37;#38,source-reconciled
locales/en/commands/moderation/unlockdown/index.json,#37;#38,source-reconciled
locales/en/commands/moderation/untimeout.json,#37;#38,source-reconciled
locales/en/commands/moderation/untimeout/all.json,#37;#38,source-reconciled
locales/en/commands/moderation/utils.json,#37;#38,source-reconciled
locales/en/commands/moderation/warn.json,#37;#38,source-reconciled
locales/en/commands/moderation/warn/clear.json,#37;#38,source-reconciled
locales/en/commands/moderation/warn/list.json,#37;#38,source-reconciled
locales/en/commands/moderation/warn/remove.json,#37;#38,source-reconciled
locales/en/commands/moderation/warnings.json,#37;#38,source-reconciled
locales/en/commands/music/events.json,#58,source-reconciled
locales/en/commands/music/filters.json,#58,source-reconciled
locales/en/commands/music/pause.json,#58,source-reconciled
locales/en/commands/music/play.json,#58,source-reconciled
locales/en/commands/music/queue.json,#58,source-reconciled
locales/en/commands/music/resume.json,#58,source-reconciled
locales/en/commands/music/skip.json,#58,source-reconciled
locales/en/commands/music/stop.json,#58,source-reconciled
locales/en/commands/music/volume.json,#58,source-reconciled
locales/en/commands/roleplay/roleplay.json,#54,source-reconciled
locales/en/commands/security/antinuke.json,#39;#40,source-reconciled
locales/en/commands/security/antinuke/admin/add.json,#39;#40,source-reconciled
locales/en/commands/security/antinuke/admin/index.json,#39;#40,source-reconciled
locales/en/commands/security/antinuke/admin/list.json,#39;#40,source-reconciled
locales/en/commands/security/antinuke/admin/remove.json,#39;#40,source-reconciled
locales/en/commands/security/antinuke/index.json,#39;#40,source-reconciled
locales/en/commands/security/antinuke/module/punishment.json,#39;#40,source-reconciled
locales/en/commands/security/antinuke/module/settings.json,#39;#40,source-reconciled
locales/en/commands/security/antinuke/module/threshold.json,#39;#40,source-reconciled
locales/en/commands/security/antinuke/module/toggle.json,#39;#40,source-reconciled
locales/en/commands/security/antinuke/punishment.json,#39;#40,source-reconciled
locales/en/commands/security/antinuke/settings.json,#39;#40,source-reconciled
locales/en/commands/security/antinuke/toggle.json,#39;#40,source-reconciled
locales/en/commands/security/antinuke/whitelist/add.json,#39;#40,source-reconciled
locales/en/commands/security/antinuke/whitelist/index.json,#39;#40,source-reconciled
locales/en/commands/security/antinuke/whitelist/list.json,#39;#40,source-reconciled
locales/en/commands/security/antinuke/whitelist/remove.json,#39;#40,source-reconciled
locales/en/commands/security/antinuke/window.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/actions/index.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/actions/raid.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/actions/recentban.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/defaultpfp.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/index.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/lockdown.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/massmention.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/module/lockchannels.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/module/punishmembers.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/module/punishment.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/module/settings.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/module/threshold.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/module/toggle.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/punishment.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/settings.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/toggle.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/unverifiedbots.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/username/action.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/username/add.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/username/index.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/username/list.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/username/remove.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/whitelist/add.json,#39;#40,source-reconciled
